fixture_id,home_team_id,away_team_id,status,home_goals,away_goals,kickoff_sthlm,fired_sthlm,fired_min_after_kickoff,briefs_fired,matchday_fire_capped,matchday_items,first_item_sthlm,fire_log
1557367,arsenal,coventry,ABD,,,2026-08-21 21:00:00,,,[],f,0,,
